Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label,qw,qx,qy,qz,roll,pitch,yaw,bgx,bgy,bgz,acc_lin_x,acc_lin_y,acc_lin_z
7544,866798,27793,-1295,-8168,-740,17964,2870,866798,23423,-24372,98,-5863,-8974,23698,866797,-28840,16680,12624,11343,-11364,18524,866797,14497,-32376,1968,7000,8214,10050,866839,13840,27240,5288,-5342,733,-15044,131,1,0.6857502525569471,-0.23096265095698165,-0.48608207346683713,0.49002761435983083,-1.083053920147652,-0.45593907632854763,1.5182082799383056,0.0,0.0,0.0,27788.682076542733,-1287.2218293673911,-8172.126255305929
7545,866841,26993,-1391,-6248,-2128,2306,2386,866841,19581,-27055,-318,-4645,-5428,24802,866840,-24392,16632,11216,9025,-5422,18224,866840,13033,-30504,3520,5638,2828,12402,866882,10960,29936,5656,-6048,1975,-16024,131,1,-0.11949970761672747,-0.9566203313868172,0.2640047789859024,0.029980629237851084,2.894623934408704,-0.00573686031119594,-0.5378357128681801,0.0,0.0,0.0,26992.943740927425,-1393.3973509049108,-6238.491060638642
7546,866884,25945,-663,-4768,1724,-32190,2540,866884,16767,-27667,-2852,-1067,-5126,23818,866883,-22896,18712,14992,9715,-4618,22402,866883,11169,-31912,4128,7189,-950,14274,866925,11896,30672,5992,-2782,1919,-16662,131,1,0.31108869621932955,0.04125311680590221,0.19651654103354402,0.9289258595488488,0.4019055046441329,0.045641820100254506,2.5045883534358846,0.0,0.0,0.0,25945.44743796867,-666.8320990218779,-4777.015830553711
7547,866927,25393,-319,-3152,-1219,-608,1148,866927,16473,-25025,-5264,-3149,-3680,24928,866926,-20976,16232,12952,9347,-2928,22136,866926,8457,32360,8960,6880,2490,15340,866968,7072,28472,5160,-1301,-897,-17302,131,1,-0.48509513920660924,0.23275737484396528,-0.756179634865278,0.3724232406669613,-1.8798888593311671,0.5947112687935855,-2.1039825104661034,0.0,0.0,0.0,25398.494368057432,-311.26199728369477,-3149.529045157352
7548,866970,21800,256,344,4754,-30758,1816,866970,12265,-25655,-1942,-2994,504,24794,866969,-20120,18488,10664,8102,2540,25842,866969,8945,-29120,4968,4276,1306,16288,867011,2664,29168,6264,-4307,-1015,-15018,131,1,-0.8047752843983387,0.25015477247148454,0.5193926339346416,-0.1413882005181064,-1.0229138361223007,-0.8714309102087286,0.8590026836724283,0.0,0.0,0.0,21792.49545281935,261.38883984655575,340.7117541235406
7549,867013,23049,-1023,-2976,3218,10566,1316,867013,14641,-26753,-2150,-2578,1728,27530,867012,-17816,19296,11968,6478,4830,24712,867012,2185,32096,8680,5175,-1252,17644,867054,1728,31448,6016,-5286,537,-13936,131,1,-0.5562254847709375,-0.03481946980017807,-0.8302515082237298,-0.009124018105633567,3.001114783776124,1.1757499269813216,2.964053208907933,0.0,0.0,0.0,23058.051329150156,-1023.528435380735,-2972.2630786887553
7550,867056,22089,-1167,-928,4114,16596,1574,867056,11175,-24824,470,-3222,5318,23506,867055,-19096,21232,7792,4604,9190,24624,867055,3161,-29448,6240,2373,-1134,15888,867097,4664,30616,6416,-6202,2765,-12900,131,1,0.8083934320276964,-0.20075755815583998,-0.5414320469083158,0.11422696913801833,-0.931750688244137,-0.9782411484305659,0.803715841333355,0.0,0.0,0.0,22080.86522332524,-1162.6039292049486,-931.2665508168709
7551,867099,23617,-2880,280,5388,18342,1322,867099,9031,-26636,10,-1270,8070,21792,867098,-14584,22568,7800,5514,5822,21548,867098,2081,-32072,6624,3718,2884,14414,867140,-4640,30088,9000,-6261,-2315,-10320,131,1,0.5710228008195647,0.07956117686992215,0.8169043211821364,0.0164411104614525,2.8148002693509517,1.1953003335733163,2.7239070178960847,0.0,0.0,0.0,23626.123379886787,-2881.1544792459827,283.40609766954316
7552,867142,23785,-3400,1160,3020,13282,400,867142,9977,-26613,-64,-2136,3378,22972,867141,-17360,20944,6624,4484,7302,20284,867141,-4615,-29104,9192,2551,-5598,12518,867183,-3296,31400,7344,-5314,1111,-5018,131,1,-0.8101321003104729,0.13508491937034842,0.563858690453484,-0.08661074878633933,-0.7681915712638927,-1.0977849540683353,0.6976611506562572,0.0,0.0,0.0,23776.270115871568,-3396.8957470554005,1156.7870385961523
7553,867185,24961,-4160,1704,2742,14896,744,867185,10083,-28674,1758,-868,2360,15932,867184,-15680,23304,3768,2578,9588,14416,867184,-5871,32528,9296,4423,-2886,7894,867226,704,-32536,8488,-4644,1091,-2944,131,1,-0.579380087575346,-0.032852872729532766,-0.8143387698297264,-0.009579709119245921,2.9796196023586563,1.2315144091160815,2.946225491834118,0.0,0.0,0.0,24970.247611066974,-4160.5263313160485,1707.2210323069155
7554,867228,28945,-4032,1464,4266,13936,1630,867228,7149,-31680,4530,1684,1448,11198,867227,-11896,28440,7944,4040,1640,9254,867227,-6263,-32184,6488,4417,-2336,3920,867269,952,31464,7632,-2631,-1913,-3824,131,1,0.7805004559884618,-0.2501641784831951,-0.5552470301555553,0.1412007702141423,-1.129937044092626,-0.9208137968735336,0.9671477857752663,0.0,0.0,0.0,28937.19298113583,-4026.632730945877,1461.467557783941
7555,867271,-30871,-3600,4040,2678,11342,1198,867271,4737,31344,1910,2123,-6452,7082,867270,-15304,28624,7152,4483,-274,9960,867270,-3687,-32056,11440,1737,-11324,4918,867312,1232,31728,7056,-4600,543,-3970,131,1,0.5869420828461652,-0.017200944805686548,0.8087212914223842,-0.03424896614655986,-2.901423454446917,1.2474167245369439,-2.925852229811287,0.0,0.0,0.0,-30861.701659174985,-3599.2587383426467,4043.026842129957
7556,867314,-31559,-5320,5048,4844,8710,718,867314,1175,-30009,-4042,3017,-13062,3668,867313,-11016,29784,4504,1714,6878,10798,867313,-767,-32072,13056,3033,-9778,4370,867355,4824,30504,7248,-7734,4129,-5474,131,1,-0.6882383458230564,0.3723117350787309,0.5043269898267017,-0.365193426274003,-1.33237991720746,-0.435940085178321,1.3204422496312993,0.0,0.0,0.0,-31563.1409829984,-5311.361986630139,5045.900626509754
7557,867357,31097,-5200,6104,3176,4146,964,867357,4243,-31931,-3976,5663,-11046,11240,867356,-5440,28624,4048,2832,15508,18794,867356,-3799,-29760,9680,2735,-3784,5086,867398,-10096,30296,15160,-7952,5551,-2824,131,1,-0.562927746176607,-0.027928325590793994,-0.8136108429882456,-0.14272265897949216,2.4607065428242043,1.1385719558513605,2.627108455422716,0.0,0.0,0.0,31105.90479346,-5202.585863215416,6107.191919342404
7558,867400,-31295,-4968,3536,2086,822,1186,867400,9871,-30448,688,-68,3488,14214,867399,-16504,28896,8784,3176,10304,15994,867399,-5151,-32616,8984,3820,572,2888,867441,-9568,29720,17816,267,-1566,2296,131,1,0.33092096150862205,-0.7976098713522,-0.31857529295368775,0.3909214666339112,-2.1198422190344677,0.42548123412175537,1.0009765194377918,0.0,0.0,0.0,-31290.952215413916,-4960.380551738863,3540.6615268274477
7559,867443,-26959,-11471,-1680,-606,85,-1062,867443,1615,25530,6176,-4416,23568,7216,867442,-17424,30080,8672,-830,3251,-2094,867442,-9143,30176,11384,7848,8551,-1698,868204,752,31288,9144,275,-1546,46,132,1,-0.00652322467422046,0.020166198959429022,-0.8844742182669263,-0.46610742236150676,2.172033375370172,0.03034313408908344,-3.111982779866216,0.0,0.0,0.0,-26958.702481163542,-11479.083198916125,-1674.4552942326222
7560,868206,-32375,-3488,6104,-1268,1689,-248,868206,-1433,-32663,-1912,186,2230,898,868205,-7744,31648,5384,784,1111,-250,868205,-1063,-32536,9912,114,1075,-504,868247,-1544,30992,8616,261,-672,306,132,1,0.6591321631966442,0.4776700446536154,0.2332516257348278,-0.5319490567454606,0.7201902901314439,0.9539029033226543,-0.9737259151531499,0.0,0.0,0.0,-32367.000916075704,-3491.7416235047526,6099.73557809976
7561,868249,-31959,-3424,6192,-318,1336,128,868249,-339,32419,-1642,418,888,702,868248,-8888,31032,4768,734,372,102,868248,-2311,-32528,9640,-211,-485,-68,868290,400,31440,8984,4,854,938,132,1,-0.018600375122694655,0.41847161539354616,0.7317564480413175,0.5376504755928014,2.0706104028240837,-0.4974712428717896,2.40177953477864,0.0,0.0,0.0,-31963.67978059844,-3431.563780361141,6196.130286239642
7562,868292,-31959,-3744,5816,-568,965,-34,868292,-423,32407,-1850,468,410,748,868291,-8824,31696,5528,354,1246,338,868291,-1511,-32600,9848,-196,127,-312,868333,600,30880,10224,87,-1019,-286,132,1,-0.4019055795912609,-0.4368183431445342,-0.20976796641061718,0.7769549796827553,0.047400642573708185,1.0110507055543738,-2.1605966654118696,0.0,0.0,0.0,-31950.68994083549,-3744.246724787482,5810.798805158035
7563,868335,-32631,-3768,5672,-434,1268,172,868335,-1067,-32349,-2418,617,-178,936,868334,-7664,31072,5520,716,1032,368,868334,-375,-32256,10776,-133,-1326,350,868376,-2880,31840,8024,336,810,1082,132,1,-0.07190193291456048,-0.6572524866750445,-0.5850296117395498,-0.4696697075504148,2.276220490029417,-0.562442044442257,1.7199362845417387,0.0,0.0,0.0,-32636.22943187357,-3774.3160398306986,5677.378760764267
7564,868378,-31607,-4176,5248,-368,1812,26,868378,1775,32003,-1136,476,540,504,868377,-10464,31592,5160,528,796,82,868377,-5351,-32416,8816,-164,819,-696,868419,560,30696,9768,430,1654,1548,132,1,0.4445362685311153,0.4301397536156461,0.0006143788980699623,-0.785727001482368,0.5444769241224937,0.7429874877165386,-1.895193682911494,0.0,0.0,0.0,-31600.36588889684,-4179.740844452651,5241.82221424178
7565,868421,-32047,-3824,6000,-1170,1894,216,868421,345,-32575,-2016,780,2199,-146,868420,-8072,31072,5312,190,2429,-194,868420,-1143,-32016,10832,-538,1663,-1138,868462,-200,31736,8240,410,478,1100,132,1,0.3199169459803678,0.45164777627130204,0.7451801183321576,0.37198659264314055,2.1220720520106373,0.14124685395364966,1.9727652070113904,0.0,0.0,0.0,-32045.619442754833,-3832.2706695255115,6005.08531921467
7566,868464,-32183,-3560,6216,-344,1196,62,868464,-1045,32209,-1666,-8,1547,-128,868463,-8416,32160,5200,358,549,-144,868463,-1703,-32376,10208,-204,1263,-992,868505,-600,30744,10024,444,716,1550,132,1,-0.5815341840512912,-0.37085376695105926,0.24093110209233573,0.6828159930483327,0.8956079251852384,0.2282060230814455,-1.6206807423341996,0.0,0.0,0.0,-32180.781437426434,-3567.456501086462,6210.029325341533
7567,868507,-31759,-3840,5808,-762,1660,82,868507,665,32371,-1486,1217,-307,-700,868506,-8856,30664,4896,866,223,-582,868506,-1959,-32736,9824,-1324,1373,-1708,868548,648,31808,8440,912,464,2078,132,1,-0.4350803799711236,-0.38647273331470705,-0.7815743039111677,-0.2246897791049161,2.2187520675585364,0.5310306725327015,1.9543559343007462,0.0,0.0,0.0,-31754.033693319372,-3846.742237830171,5813.103764416377
7568,868550,-31911,-3776,5848,-186,1256,128,868550,971,-32373,-2170,978,209,-1088,868549,-9808,31576,6096,53,-477,-1142,868549,-2247,-31592,11736,-1643,-33,-1418,868591,400,31416,9112,1017,-520,1976,132,1,0.6992140378663436,0.17534264369172536,-0.4166708584319648,-0.5538412067437827,0.8741170755470645,-0.3989600386004843,-1.5281441130751257,0.0,0.0,0.0,-31914.809493848144,-3782.9307818088487,5842.201517063784
7569,868593,-31895,-2984,5432,880,741,-126,868593,555,32641,-2476,-303,-47,-3144,868592,-9768,32032,5128,-833,-429,-1996,868592,-3535,-31704,11024,-1843,-449,-1528,868634,-2120,31792,9880,1353,-2002,3016,132,1,0.133080716511107,0.9432870594929119,0.009610237455989072,0.3039846864928327,2.8233231527483817,-0.6076403292080415,0.12092755371274137,0.0,0.0,0.0,-31900.598928018073,-2986.5194202296348,5439.646888973789
7570,868636,-31031,-3152,4240,2176,741,-578,868636,4773,-32685,-2316,298,621,-5276,868635,-13424,30568,5304,-2543,-355,-3426,868635,-3679,-32576,11256,-2480,649,-2824,868677,-5368,29808,11456,3115,-1918,5472,132,1,-0.7885373461429311,0.06453670953682822,0.5506157341227033,0.26620702506984834,0.4609844610400293,-1.1260559465993596,-0.9452526417418012,0.0,0.0,0.0,-31039.852682529487,-3153.8767608017342,4236.221354058968
7571,868679,-29919,-3416,3320,1961,-3699,-1080,868679,6925,-31971,-1016,-464,5267,-7834,868678,-13800,29528,6008,-5150,723,-6600,868678,-3599,-31208,15048,-4166,3663,-4556,868720,-3528,31160,11248,5693,-2442,8302,132,1,0.4899152457280519,-0.26586524256923655,0.8239763953070965,-0.10179206635856801,-2.4325866763549375,0.8529608975078329,-2.184121409715674,0.0,0.0,0.0,-29911.613324747144,-3411.8002884954135,3324.8958999386837
7572,868722,-31951,-3680,1504,441,-2251,-598,868722,5271,-30736,344,-1622,10933,-10372,868721,-13616,26160,9512,-5732,815,-10518,868721,-4887,-30568,13040,-8015,-733,-3752,868763,-8296,29736,9592,8265,-4180,10672,132,1,0.8261664462637172,-0.22440047728278278,-0.5160140929230398,-0.028685968138664183,-0.7492968691659596,-1.0461503903282823,0.37654633670696647,0.0,0.0,0.0,-31959.48766880052,-3676.6541714477653,1500.403433046052
7573,868765,28153,-4032,2824,-673,-2181,-214,868765,4813,-30496,1264,-773,-3417,-14654,868764,-14984,22776,5352,-6709,-6535,-15676,868764,-7023,32688,8384,-9125,-1707,-5918,868806,-5912,31336,9000,8667,-1458,17728,132,1,-0.5229393297268384,-0.23122644061797337,-0.8202446699261688,-0.01635457250123823,2.6058267442764387,1.0165800874819977,2.288570768137204,0.0,0.0,0.0,28161.338723713616,-4034.6346967731865,2828.4378422644154
7574,868808,25289,-3424,2688,-4089,-8341,-1798,868808,5093,-27427,-1962,2291,-11421,-22278,868807,-19416,18488,6840,-10741,-823,-19740,868807,-3863,-31464,7264,-9430,2611,-13084,868849,8104,26752,2688,11230,6580,22604,132,1,-0.8316001636007653,0.3649815505722481,0.4154321591820493,-0.05143692018772476,-1.0320255685910145,-0.712066917941805,0.5393724166289663,0.0,0.0,0.0,25282.592336367783,-3417.6278885468805,2684.1910071373277
7575,868851,18033,-2096,4512,-4471,-14894,106,868851,5317,-22850,6552,8793,-7941,-28472,868850,-5936,20088,5680,-11826,6331,-30294,868850,-1351,-30160,6648,-10051,-1293,-18652,868892,12720,27088,3960,7104,2448,20782,132,1,0.497809269387595,0.1950011050561538,0.8114240365222072,-0.23611762596781222,-2.693122945418494,1.1196667695416929,2.9538462739327556,0.0,0.0,0.0,18041.825545755666,-2094.1461869819045,4515.8527267786685
7576,868894,16552,576,1840,-133,-18542,178,868894,7251,-24079,-5236,989,-7469,-32670,868893,-13120,26336,9872,-12464,2013,-27794,868893,6241,-32112,3168,-8923,-3697,-18984,868935,7080,30288,3760,5033,-2176,20708,132,1,0.8177036121310561,-0.23082723096958596,-0.4935688400389645,-0.18565934475088405,-0.4460001705989134,-1.103737643351671,-0.1690851922290449,0.0,0.0,0.0,16543.24367642476,577.9046984224631,1836.0163702998827
7577,868937,20681,-1544,2544,-2265,-16013,-1984,868937,9739,-29237,-1028,3523,-3409,-32684,868936,-16400,24064,7304,-9422,4311,-22796,868936,12337,-30064,2288,-6105,-3841,-19012,868978,14048,26040,936,8421,-1338,20842,132,1,-0.534733558292945,-0.23744426946693753,-0.8089316293959613,0.05753137835540723,2.7770142886567086,1.1027397848807081,2.3448091939869333,0.0,0.0,0.0,20689.751913111286,-1545.5775068877056,2548.1335061550985
7578,868980,24881,-4272,432,711,-12917,-1082,868980,10471,-31533,-4150,9328,8349,-28466,868979,-8248,28280,7040,-6610,11569,-31626,868979,9553,-30152,1160,-4557,-4041,-17504,869021,14472,-32095,-16,-15,-4712,19238,132,1,-0.7911944043832344,0.09354850761971131,0.509181575498952,0.32556752658578975,0.3766536099701843,-1.0484199162921137,-1.0002361887381976,0.0,0.0,0.0,24872.501204667013,-4273.799675815356,427.4500517508286
7579,869023,24761,-3392,776,1782,872,384,869023,6603,-28670,4192,13556,5789,32462,869022,-12552,18352,7448,2133,-10721,32502,869022,9177,-30655,-1440,-3383,-12841,-15904,869064,16016,28168,4664,341,-5880,18874,132,1,-0.40275038606872454,-0.7359223265389911,-0.04683884907058624,-0.5422329555095989,1.7060037343898753,-0.8638578871659726,0.8924339394796049,0.0,0.0,0.0,24753.54347496372,-3398.3113749609734,776.8585829650189
7580,869066,28617,-1935,-2336,-1523,-26637,-1090,869066,14785,-24153,-3678,13517,-1601,-31208,869065,-24672,16608,14120,-4877,-19353,-29872,869065,5241,-30040,5080,1185,-2551,-16460,869107,18208,21400,1360,3424,318,17682,132,1,-0.11233835145890626,-0.5187670145744362,0.40246656884173837,0.7458428389049401,1.3808942956635317,0.7524268690625553,-2.211735416028828,0.0,0.0,0.0,28623.701986840468,-1942.03047053515,-2337.3513847220897
7581,869109,29785,-5959,-5712,-1763,-11447,-2,869109,25357,-21113,-3456,5499,-5509,-30936,869108,30056,17008,18408,-10942,4211,-27194,869108,14977,-32328,4424,786,3479,-15838,869150,22424,29672,10832,-544,1268,12420,132,1,0.31795711803092086,0.7496748607461386,0.0008828314780609249,0.5804223418057838,1.8247925786208123,-1.0545833957135118,0.8487666459976864,0.0,0.0,0.0,29776.471208750427,-5963.685163779036,-5710.783716970724
7582,869152,29873,-4927,-6016,-6019,-12831,-3002,869152,27653,-21275,-5354,7682,11911,-30162,869151,-26480,20392,20752,-9158,22891,-20790,869151,16105,-30016,6248,-2262,5741,-14056,869193,19760,27448,6440,5897,-1288,9750,132,1,0.4347116577379689,0.38695212162335074,-0.3673989481260969,-0.7254735302640148,1.11100076420772,0.24444909226592304,-1.9097195674468674,0.0,0.0,0.0,29875.373423397334,-4935.526898065076,-6020.222470247057
7583,869195,32265,-6895,-7592,-6353,-12357,-3496,869195,32259,-22968,850,9566,18061,-26384,869194,-23112,11680,16016,-5922,14607,-18386,869194,20401,-31784,8056,-6228,4317,-8986,869236,19216,27584,2768,7017,-4754,6810,132,1,-0.3192675443732995,-0.7260864445225056,0.03861326320084189,-0.6077628864084186,1.7076497711197338,-1.1366577299660818,0.9096769150190183,0.0,0.0,0.0,32256.10308634394,-6899.086394335938,-7591.437245212949
7584,869238,-32367,-1119,-10720,-9097,-9741,-4832,869238,24937,-25260,6116,9848,20185,-26804,869237,-29208,13952,11144,-9676,4605,-19288,869237,16481,-29255,-232,-6779,-2235,-6954,869279,17304,22841,-1760,6072,368,6750,132,1,-0.6487555448457732,-0.2310023496302768,0.36213901407888366,0.6281795061756866,0.8744447361542236,-0.1806382782495184,-1.6231805386060811,0.0,0.0,0.0,-32368.761838251256,-1126.4011250860485,-10726.187863739577
7585,869281,32560,3953,-15032,-3333,-9398,496,869281,28247,-16392,8606,10132,17363,-21984,869280,29056,11872,11416,-8912,14251,-17932,869280,14585,-26063,-136,-1382,1999,-7034,869322,24840,25112,152,2290,5494,6140,132,1,0.22605360469788735,0.8235339609884474,0.416058336107348,0.31238925054706107,2.408850651485805,-0.3325171612913661,1.064211336283027,0.0,0.0,0.0,32556.798880548246,3946.799549948318,-15025.109598151435
7586,869324,-32472,1881,-17784,509,-131,-38,869324,30991,-16744,12234,5252,20305,-19818,869323,32352,12480,8216,744,27777,-20988,869323,14369,-29552,1432,2704,5797,-6146,869365,20104,25289,-1728,-1256,6825,-136,132,1,-0.6156251864944404,0.41488166175935354,0.3771568378102177,-0.5537432222451848,-1.1904346652690825,-0.004898700355559871,1.4683737917531106,0.0,0.0,0.0,-32472.048039647703,1890.105663657122,-17787.640736982827
7587,869367,-32271,-2567,-17392,1154,3018,610,869367,32091,-11286,15660,11212,18667,-16896,869366,29304,7960,3512,870,27833,-21580,869366,20057,-29311,-24,3328,8683,-4618,869408,23848,24809,-704,-5600,2581,-2986,132,1,-0.40757852253078425,0.37459908951999443,-0.8244936857708501,0.11732617877700038,-2.479702502123901,0.6238832646038877,-2.0679920471521305,0.0,0.0,0.0,-32265.271040612708,-2562.108183358254,-17385.721501890996
7588,869410,-27087,-3599,-19104,2222,7576,3182,869410,-31321,-12772,14100,12196,17575,-13668,869409,28144,5200,5136,3458,22259,-20076,869409,18649,-30288,1192,7604,7045,-2004,869451,19144,28960,2720,-5584,1135,-3322,132,1,0.5873391526822052,-0.5145861417679993,-0.4818071490928157,0.3976124916422109,-1.564593657950978,-0.15740584156387716,1.346643615795217,0.0,0.0,0.0,-27088.537257596065,-3589.314773399792,-19104.060075023706
7589,869453,-19759,-4719,-18696,1156,7360,2114,869453,-32285,-11568,14012,10168,11447,-9848,869452,22624,3992,7304,-208,10773,-14572,869452,19417,-29216,3384,5478,5551,-2064,869494,23864,26905,-2080,-1970,4895,-1718,132,1,0.43371799988800136,-0.428336394709311,0.7517256431420326,-0.25164496216550514,-2.1562095902274407,0.4517009205359149,-1.860286398734285,0.0,0.0,0.0,-19754.719431665602,-4711.646087790938,-18691.124849317363
7590,869496,-19135,-3839,-20608,-1863,-1850,464,869496,-32573,-9198,16460,4890,5191,-5018,869495,25784,3704,2704,-328,6087,-7634,869495,17305,-28952,5840,138,1133,-296,869537,21696,27953,-616,-1127,-1839,-1212,132,1,0.2821659547035584,-0.3626572636121458,-0.022354443502003378,0.887897720467451,-0.32057121435687597,0.6833441069027328,2.411335568967174,0.0,0.0,0.0,-19128.80818132022,-3836.6036863807776,-20615.21730189874
7591,869539,-17311,-4527,-23360,-2454,2416,832,869539,-31035,-11074,18812,-866,420,454,869538,25504,3496,2936,-178,5873,-7290,869538,18113,-30400,3840,-2238,267,-458,869580,23720,28776,2128,1437,-4157,-2792,132,1,-0.4363366316329691,-0.816109669830014,-0.33792975594914937,-0.1714025400899544,2.16581864311342,0.015136300044018303,0.7771272239561936,0.0,0.0,0.0,-17310.851569271093,-4535.120309506688,-23354.503735263217
7592,869582,-19519,-2479,-19200,-5497,-5426,238,869582,-30359,-12764,16622,-2553,-4946,6634,869581,23696,3384,5168,3785,-3056,7908,869581,21433,-31000,4160,-3619,-430,374,869623,18960,23848,560,3057,-3061,-2908,132,1,-0.8181204839283941,0.1690527476857687,0.4490310667598081,0.3169718337032657,0.014916611108615172,-1.000781448243484,-0.74741926953137,0.0,0.0,0.0,-19527.256149460125,-2479.0789373518487,-19205.29151672104
7593,869625,-25399,-959,-19728,-3997,-6822,1082,869625,-31123,-13128,16380,-9491,-10738,10746,869624,30256,2744,3776,2801,-9928,13508,869624,20905,-27736,2984,-4876,700,948,869666,18392,27168,5104,317,-2903,-2044,132,1,0.415263343013936,0.7436616594131704,0.5232762460720414,-0.026564309975838536,2.407512377716471,0.49394679916582857,1.0330828658252569,0.0,0.0,0.0,-25394.350622083195,-964.7842554742617,-19721.589379295445
7594,869668,-29543,-215,-19232,-2959,-7406,1476,869668,-30065,-12450,14870,-11629,-16148,13326,869667,26400,3632,6416,2171,-21166,16934,869667,19577,-30168,3904,-4229,-4336,3114,869709,17472,24488,576,3175,-1011,-3504,132,1,0.7590174712763443,-0.07135453293633007,-0.4983364465104015,-0.41287019147195386,0.5512252779006649,-0.9534413481932991,-1.286441698934972,0.0,0.0,0.0,-29550.99646458421,-217.9731591006496,-19236.836037979407
7595,869711,31937,-663,-18336,-3071,-3782,352,869711,31653,-12026,10328,-9409,-16320,14980,869710,30048,2624,5712,-1287,-24326,18716,869710,16921,-26040,248,-5743,-5582,5364,869752,18640,23856,160,699,-641,-3560,132,1,-0.38534275073441765,-0.8340880108106337,-0.3331049712920888,-0.21177637445874176,2.2347087599464923,-0.09671178778434202,0.8070728553241169,0.0,0.0,0.0,31936.053059108533,-670.6875022008359,-18329.98535145809
7596,869754,29233,-199,-17760,-2512,1077,-812,869754,28393,-15254,11064,-8823,-17842,16556,869753,32320,7696,6744,885,-18310,19148,869753,15289,-29487,-32,-1427,-3896,4832,869795,16672,28064,680,-4118,463,-3694,132,1,-0.6824376738684043,0.4848064822969349,-0.20807180273882728,-0.5059126613487431,-0.7941519342466415,0.8859741669528295,0.8830802029651424,0.0,0.0,0.0,29240.595559820034,-194.57555237998955,-17764.347656667742
7597,869797,28913,-183,-16168,-1650,5877,-648,869797,28041,-16576,9540,-4617,-15214,19140,869796,32248,10872,8720,5415,-11426,17822,869796,15649,-24208,4752,-115,-4330,5462,869838,17880,23809,-152,-4696,6273,-4212,132,1,0.26496214613580626,0.6975635697529549,-0.4695262795450571,0.47195889660562507,-2.965838900607046,-1.1367132138121636,-1.2972959020365409,0.0,0.0,0.0,28904.102857488877,-182.2788353495694,-16163.939068960663
7598,869840,28937,-815,-14488,216,11388,330,869840,29969,-19992,4996,-4559,-9972,22882,869839,-28616,12184,10288,9573,-6570,16722,869839,13321,-29968,1944,4355,-2592,6298,869881,18840,28672,4288,-6366,4735,-6672,132,1,0.4446619385275927,-0.4741111914543842,0.2494178982679195,0.7178335814004535,-0.14809676963415844,1.1254909265938269,1.9388766233643129,0.0,0.0,0.0,28945.850297267967,-814.376715641347,-14492.177815110721
7599,869883,28281,-1551,-11792,978,12748,1946,869883,27799,-21202,3744,-4783,-8140,23660,869882,-29736,14312,10680,9791,-8128,18104,869882,17729,-32656,2016,3252,6106,6894,869924,15432,28584,3856,-5496,1953,-9678,132,1,-0.3145679430638915,-0.6400716963066104,0.5658471331301391,-0.4137296879752932,-3.0000261386315064,-1.087844705868758,-1.5335575055581256,0.0,0.0,0.0,28272.314955547114,-1550.357434539255,-11787.49139747787
7600,869926,29193,-455,-12120,936,16260,2638,869926,24049,-23184,3348,-4611,-6948,23646,869925,-27416,17656,11984,10537,-7794,16136,869925,15281,-29928,3984,4404,770,9112,869967,19392,25352,1424,-5766,7199,-10862,132,1,-0.45708146821992107,0.47647005524632485,-0.22770612079290214,-0.7156834079514026,-0.24301379773761134,1.0977048046889941,1.8557938947920898,0.0,0.0,0.0,29201.72952602451,-453.9247961506022,-12124.337014675117
